<Logging continued from "data/ulx_logs/07-06-21.txt">
[00:14:02] Client "Starburst" connected.
[20:40:17] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_book_02.mdl
[20:40:21] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_book_03.mdl
[20:40:22] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_book_01.mdl
[20:40:23] Пиромант: гомер симпсон
[20:40:25] Buh<STEAM_0:1:519935056> spawned vehicle models/props_phx/carseat2.mdl
[20:40:33] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_smg
[20:40:34] Пиромант: УРААААААААА
[20:40:36] TolikUSR_1: /build
[20:40:43] Пиромант: У МЕНЯ ТЕКСТУРА ГЕНЕРАТОРА ПОЧИНИЛАСЬ
[20:40:47] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_drink_stalker_old.mdl
[20:40:49] Пиромант: апхпаххапхап
[20:40:51] Client "Fᴜᴍɪᴏ c:" connected.
[20:40:53] TolikUSR_1 teleported to sad
[20:40:56] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_datchik3.mdl
[20:41:01] ACLAPAC: вырубите эту дуру
[20:41:05] Пиромант teleported to sad
[20:41:08] Пиромант: хапххапхап
[20:41:11] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_samopal.mdl
[20:41:11] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_pistol
[20:41:12] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_pistol
[20:41:16] ACLAPAC: заебала орать что она скорая
[20:41:16] Пиромант: ты на море
[20:41:26] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_battery_02.mdl
[20:41:28] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/ambulan.mdl
[20:41:32] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_doski_br_03.mdl
[20:41:34] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_garbage_9.mdl
[20:41:36] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/ambulan.mdl
[20:41:38] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_lmg
[20:41:39] Miku killed 33 using player
[20:41:43] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_lmg
[20:42:09] Пиромант: ай, мой комп начал дымится
[20:42:11] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[20:42:11] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[20:42:11] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[20:42:11] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[20:42:11] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[20:42:12] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[20:42:13] Gamer_X86<STEAM_0:1:425625503> spawned sent item_healthkit
[20:42:13] Gamer_X86<STEAM_0:1:425625503> spawned sent item_healthkit
[20:42:13] Gamer_X86<STEAM_0:1:425625503> spawned sent item_healthkit
[20:42:16] Пиромант: пизда
[20:42:18] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:42:19] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:42:20] Client "John Drog" connected.
[20:42:21] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firela.mdl
[20:42:25] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_lampa_01_on.mdl
[20:42:30] Gamer_X86<STEAM_0:1:425625503> spawned vehicle models/gta_sa/sport cars/turismo.mdl
[20:42:35] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:42:37] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_kurok4.mdl
[20:42:39] Пиромант: мы пожарные
[20:42:39] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_krane_01_prt2.mdl
[20:42:42] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_koleso_diski_01.mdl
[20:42:46] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_kitchen_krujka.mdl
[20:42:48] Miku: тимур не думай что ты такой умный
[20:42:50] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_amsr
[20:42:50] TolikUSR_1 teleported to Пиромант
[20:42:51] Пиромант: так это лед
[20:42:56] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_krisha_01.mdl
[20:42:59] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_kozel_01.mdl
[20:43:00] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_krane_01_prt1.mdl
[20:43:04] Miku<STEAM_0:0:448732644> spawned vehicle models/vehicles/prisoner_pod_inner.mdl
[20:43:07] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_plakat_map_gold_01.mdl
[20:43:08] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_olr_artefact_pustishka.mdl
[20:43:09] Miku<STEAM_0:0:448732644> spawned vehicle models/vehicles/prisoner_pod_inner.mdl
[20:43:10] Пиромант: пожарных не остановить
[20:43:13] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_olr_artefact_myasorubka1.mdl
[20:43:17] Miku<STEAM_0:0:448732644> spawned vehicle models/vehicles/prisoner_pod_inner.mdl
[20:43:27] Buh: !noclip
[20:43:35] TolikUSR_1 brought Пиромант
[20:43:37] TolikUSR_1 brought sad
[20:43:37] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_bas
[20:43:40] Пиромант: ля ты
[20:43:41] Buh<STEAM_0:1:519935056> spawned vehicle models/nova/chair_office02.mdl
[20:43:47] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:43:54] Client "John Drog" spawned in server <STEAM_0:0:168731787> (took 94 seconds).
[20:43:54] ACLAPAC: два балбаеба на пару
[20:44:03] Miku<STEAM_0:0:448732644> spawned model models/props_junk/trashdumpster02b.mdl
[20:44:06] Пиромант: КУДА
[20:44:08] Пиромант: СТОЙ
[20:44:08] Miku<STEAM_0:0:448732644> spawned model models/props_junk/trashdumpster02b.mdl
[20:44:10] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/firela.mdl
[20:44:12] ACLAPAC: ну на хуй
[20:44:13] Пиромант: пзхпр
[20:44:15] Dropped "ACLAPAC" from server<STEAM_0:0:463056472>
[20:44:19] Buh: /tts ку
[20:44:21] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_plate_curve360.mdl
[20:44:23] John Drog: /build
[20:44:28] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:28] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:28] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:29] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:29] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:29] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:29] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:29] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:30] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:30] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:30] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:30] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:30] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:31] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:31] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:31] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:44:35] Buh: /ttы да
[20:44:47] Miku killed ▰Angry▰Timur▰ using player
[20:44:52] Miku<STEAM_0:0:448732644> spawned sent item_healthkit
[20:45:04] Buh<STEAM_0:1:519935056> spawned model models/props_junk/plasticcrate01a.mdl
[20:45:09] Miku<STEAM_0:0:448732644> spawned sent item_healthkit
[20:45:11] Miku: /pvp
[20:45:13] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:14] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:14] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:14] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:14] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:14] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:15] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:45:15] John Drog<STEAM_0:0:168731787> spawned vehicle models/props_phx/carseat2.mdl
[20:45:19] John Drog: /rp
[20:45:20] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_pistol_large
[20:45:21] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:45:21] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:45:21] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:45:22] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:45:24] Gamer_X86<STEAM_0:1:425625503> spawned vehicle models/gta_sa/sport cars/turismo.mdl
[20:45:37] Buh<STEAM_0:1:519935056> spawned model models/hunter/blocks/cube05x05x025.mdl
[20:45:47] Buh: /tts да
[20:45:50] Buh<STEAM_0:1:519935056> spawned model models/hunter/blocks/cube05x075x025.mdl
[20:45:53] 33<STEAM_0:0:464994387> spawned vehicle models/mark2580/hlalyx/vehicles/niva.mdl
[20:46:04] Buh: да
[20:46:10] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_amsr
[20:46:12] Пиромант: апххвахыхыхыхыхыхыххыхы
[20:46:14] Client "Fᴜᴍɪᴏ c:" connected.
[20:46:17] Пиромант: кинет еще дальше
[20:46:32] Miku: вариант M!
[20:46:46] Пиромант: ПОИХАЛИ
[20:46:52] Пиромант teleported to sad
[20:46:53] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/ambulan.mdl
[20:46:55] Gamer_X86: трап
[20:46:56] Пиромант: поц
[20:47:00] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/firela.mdl
[20:47:02] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:47:03] Gamer_X86<STEAM_0:1:425625503> spawned vehicle models/gta_sa/sport cars/turismo.mdl
[20:47:04] Miku: это не кто не знает
[20:47:05] Пиромант: он trap remix
[20:47:05] TolikUSR_1<STEAM_0:1:445577586> spawned vehicle models/gta_sa/sedans/admiral.mdl
[20:47:06] TolikUSR_1<STEAM_0:1:445577586> spawned vehicle models/gta_sa/sedans/elegant.mdl
[20:47:39] Пиромант: vs gbl pbvktq
[20:47:42] Пиромант: ми пид зимлей
[20:47:54] Buh: да щас
[20:47:59] Пиромант: ой бля,
[20:48:02] Buh: !menu
[20:48:06] Buh teleported to John Drog
[20:48:15] Gamer_X86: /status метталлист-хуём-ебист
[20:48:21] Пиромант: фух
[20:48:21] TolikUSR_1 ragdolled sad
[20:48:25] TolikUSR_1 ragdolled Пиромант
[20:48:29] Пиромант: пхапххапхап
[20:48:36] TolikUSR_1 unragdolled Пиромант
[20:48:42] sad suicided!
[20:48:49] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_machinepistol
[20:48:49] Пиромант: я хоть и быстрый, но тупой
[20:48:50] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/firela.mdl
[20:49:06] TolikUSR_1 ragdolled Пиромант
[20:49:11] Пиромант: а миня нет
[20:49:18] Buh: /tts в моем бункере поместится корпорацыя
[20:49:20] TolikUSR_1 teleported to Пиромант
[20:49:23] Пиромант: я есчес
[20:49:26] TolikUSR_1 teleported to sad
[20:49:27] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/barracks.mdl
[20:49:30] TolikUSR_1 unragdolled Пиромант
[20:49:30] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/barracks.mdl
[20:49:35] Gamer_X86: время уничтожения корпорации
[20:49:36] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/ambulan.mdl
[20:49:38] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_htorso
[20:49:40] Buh: пок
[20:49:44] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrthigh
[20:49:46] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlthigh
[20:49:47] Пиромант<STEAM_0:1:428237499> spawned vehicle models/gta_sa/government/firela.mdl
[20:49:48] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[20:49:49] sad suicided!
[20:49:50] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_lrshoulder
[20:49:51] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_llshoulder
[20:49:54] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_mhead
[20:50:00] sad suicided!
[20:50:02] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube075x1x025.mdl
[20:50:07] Dropped "Gamer_X86" from server<STEAM_0:1:425625503>
[20:50:08] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube075x1x025.mdl
[20:50:12] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/ambulan.mdl
[20:50:15] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube075x1x025.mdl
[20:50:16] 33<STEAM_0:0:464994387> spawned vehicle models/mark2580/hlalyx/vehicles/niva.mdl
[20:50:19] Пиромант: я пижорный
[20:50:19] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:50:21] Miku: бога нет
[20:50:22] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube075x2x025.mdl
[20:50:22] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:50:23] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:50:23] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:50:28] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:50:34] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x2x025.mdl
[20:50:36] 33<STEAM_0:0:464994387> spawned vehicle models/mark2580/hlalyx/vehicles/niva.mdl
[20:50:37] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:50:37] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube2x3x025.mdl
[20:50:41] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:50:42] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_c17/signpole001.mdl
[20:50:43] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:50:44] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:50:45] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_trainstation/trainstation_post001.mdl
[20:50:45] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x2x025.mdl
[20:50:48] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube3x6x025.mdl
[20:50:51] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube2x4x025.mdl
[20:50:52] Miku killed 33 using player
[20:50:54] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:50:56] TolikUSR_1 ragdolled Пиромант
[20:50:56] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:50:56] Пиромант: хапхапхапхапх, ну и тебя и ебло
[20:51:00] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:01] 33<STEAM_0:0:464994387> spawned vehicle models/mark2580/hlalyx/vehicles/niva.mdl
[20:51:01] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube2x4x025.mdl
[20:51:03] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:03] TolikUSR_1 unragdolled Пиромант
[20:51:04] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:08] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:09] 33<STEAM_0:0:464994387> spawned vehicle models/kmz/kmz.mdl
[20:51:11] Пиромант: укатився как кавобок
[20:51:12] Client "Gamer_X86" connected.
[20:51:21] Пиромант: прекрасное личико
[20:51:22] Miku: /rp
[20:51:24] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:24] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:25] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:26] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:26] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x3x025.mdl
[20:51:26] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:28] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:28] Miku<STEAM_0:0:448732644> spawned sent item_battery
[20:51:29] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:29] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:29] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:29] Miku<STEAM_0:0:448732644> spawned sent arccw_ammo_smg1_large
[20:51:31] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x4x025.mdl
[20:51:33] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:33] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:34] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:36] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:40] Miku killed Buh using player
[20:51:46] Пиромант: 8 марта*
[20:51:49] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:51:54] Buh: /build
[20:51:55] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_br
[20:51:57] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_car
[20:52:06] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:52:07] Пиромант: он не строил, он катався
[20:52:11] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x2x025.mdl
[20:52:12] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/fbitruck.mdl
[20:52:18] Client "Gamer_X86" spawned in server <STEAM_0:1:425625503> (took 66 seconds).
[20:52:21] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_htorso
[20:52:25] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_rioth
[20:52:26] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x1x025.mdl
[20:52:26] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:52:29] Пиромант: сука
[20:52:32] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_mhead
[20:52:37] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_gasmask
[20:52:37] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:52:38] Gamer_X86: СУКА
[20:52:39] Пиромант: шоты ноделол
[20:52:41] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_plate2x2_tri.mdl
[20:52:42] Gamer_X86: /build
[20:52:42] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_slcalf
[20:52:42] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_srcalf
[20:52:43] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_slforearm
[20:52:43] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezarmor_srforearm
[20:52:44] Пиромант: пижарный
[20:52:45] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_plate4x4.mdl
[20:52:46] Gamer_X86: у меня вылетело
[20:52:49] Пиромант: пижарного колбасит
[20:52:51] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_htorso
[20:52:52] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_lrthigh
[20:52:54] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrthigh
[20:52:55] Пиромант: толик тп
[20:52:56] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlthigh
[20:52:58] Пиромант: посмотри
[20:52:58] Miku killed John Drog using player
[20:52:59] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[20:53:00] Пиромант: а
[20:53:00] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[20:53:01] John Drog:  
[20:53:03] Пиромант: он улетел
[20:53:04] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_mhead
[20:53:05] Пиромант:  
[20:53:05] John Drog: /build
[20:53:06] Пиромант:  
[20:53:07] Пиромант:  
[20:53:07] Пиромант:  
[20:53:08] TolikUSR_1 unragdolled sad
[20:53:10] Пиромант:  
[20:53:18] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_plate_curve360x2.mdl
[20:53:18] TolikUSR_1:  
[20:53:18] Buh<STEAM_0:1:519935056> spawned model models/props_lab/blastdoor001c.mdl
[20:53:21] Пиромант: а я укачусь
[20:53:21] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_tubex2.mdl
[20:53:22] Buh<STEAM_0:1:519935056> spawned model models/props_lab/blastdoor001b.mdl
[20:53:23] TolikUSR_1 ragdolled John Drog
[20:53:24] TolikUSR_1 unragdolled John Drog
[20:53:26] Пиромант: ставь тачку
[20:53:27] TolikUSR_1 teleported to John Drog
[20:53:27] sad<STEAM_0:1:513404105> spawned vehicle models/gta_sa/government/firetruk.mdl
[20:53:28] Buh<STEAM_0:1:519935056> spawned model models/props_lab/blastdoor001b.mdl
[20:53:33] Buh<STEAM_0:1:519935056> spawned model models/props_trainstation/traincar_rack001.mdl
[20:53:35] Buh<STEAM_0:1:519935056> spawned model models/props_lab/blastdoor001b.mdl
[20:53:36] Пиромант: выйди
[20:53:36] Miku: нет
[20:53:36] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_plinkingpistol
[20:53:38] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube025x025x025.mdl
[20:53:39] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_tubex2.mdl
[20:53:40] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_tubex2.mdl
[20:53:41] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_tubex2.mdl
[20:53:41] Miku<STEAM_0:0:448732644> spawned model models/props_phx/construct/metal_tubex2.mdl
[20:53:52] Miku<STEAM_0:0:448732644> spawned model models/props_c17/furniturefridge001a.mdl
[20:53:56] Miku: иди нахуй
[20:53:59] Miku<STEAM_0:0:448732644> spawned model models/props_c17/furniturefridge001a.mdl
[20:54:00] Miku<STEAM_0:0:448732644> spawned model models/props_c17/furniturefridge001a.mdl
[20:54:00] Miku<STEAM_0:0:448732644> spawned model models/props_c17/furniturefridge001a.mdl
[20:54:01] Miku<STEAM_0:0:448732644> spawned model models/props_c17/furniturefridge001a.mdl
[20:54:06] Miku: нет
[20:54:09] Gamer_X86: /status уничтожитель корпораций
[20:54:10] Miku: помеха рп
[20:54:19] 33<STEAM_0:0:464994387> spawned sent ent_jack_gmod_ezweapon_fas
[20:54:39] Gamer_X86<STEAM_0:1:425625503> spawned vehicle models/btr-80.mdl
[20:54:43] ▰Angry▰Timur▰ teleported to John Drog
[20:54:51] Пиромант: у меня есть важное заявление...
[20:54:54] 33<STEAM_0:0:464994387> spawned vehicle models/gta_sa/vans/pony.mdl
[20:54:57] Buh<STEAM_0:1:519935056> spawned sent amb_survive_sleeping_bag
[20:54:59] Buh<STEAM_0:1:519935056> spawned sent amb_survive_sleeping_bag
[20:55:08] Miku: ахахахаха
[20:55:13] Miku killed ▰Angry▰Timur▰ using player
[20:55:15] Пиромант: тебя ненавидят
[20:55:15] Client "SAYUAREMYBAKAGHGR" connected.
[20:55:19] ▰Angry▰Timur▰: /build
[20:55:24] Пиромант teleported to sad
[20:55:24] ▰Angry▰Timur▰ teleported to John Drog
[20:55:29] Пиромант: апхапхапхапрпьб вшагбь6 4г9кревщош 
[20:55:35] Buh<STEAM_0:1:519935056> spawned model models/props_lab/blastdoor001c.mdl
[20:55:38] Miku: престрелите их
[20:55:44] Пиромант: апщзшщвава\ъ
[20:55:45] sad: я сейчас задохнусь от смеху
[20:55:46] Buh<STEAM_0:1:519935056> spawned model models/props_lab/blastdoor001b.mdl
[20:55:48] Пиромант: я за бортом
[20:56:05] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x150x1.mdl
[20:56:09] Miku: плакать молча
[20:56:09] Gamer_X86: Операция "Не слово по-английски"
[20:56:12] Miku: уууууууу
[20:56:14] Пиромант: я тормоз
[20:56:14] Miku: пропуши
[20:56:31] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x150x1.mdl
[20:56:31] Пиромант: я тормоз, а толик нпс из гта са
[20:56:37] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x150x1.mdl
[20:56:40] Miku: тимур тут джон пропушит
[20:56:47] Miku: нет
[20:56:47] Пиромант: э
[20:56:50] Miku: ты рп мешаешь
[20:56:55] John Drog<STEAM_0:0:168731787> spawned model models/hunter/blocks/cube1x150x1.mdl
[20:56:59] Miku: все моя точка
